1;630.0;0.0;41.0;2;3;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;15.0;3290.0;3281.0;0.0;0.037;1.0;54847.0;151407.0;45.738865;4.870639;184.600006;141115;151105;2.0;0.0;18.1;0.0;0.0;0.0;-0.0;-0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;1446729075;1446729075;151105;151105
2;630.0;0.0;41.0;2;3;13.200000000000001;1.0;0.03;0.0;0.0132;0.0;0.0;0.0;0.0;19.0;15.0;3288.0;3281.0;0.0;0.15;2.0;54848.0;151408.0;45.738865;4.870641;184.600006;141116;151105;2.0;0.0;18.2;0.0;0.0;0.0132;-0.0;-0.0;-0.0;-0.0;0.0132;0.0132;0.0132;0.0132;1446729076;1446729076;151105;151105
3;630.0;0.0;41.0;2;3;13.4;8.0;-0.05;0.0;0.10719999699999999;0.0;0.0;0.0;0.0;19.0;15.0;3290.0;3281.0;0.0;0.049;3.0;54849.0;151409.0;45.738865;4.870642;184.699997;141117;151105;2.0;0.0;18.1;0.0;0.0;0.10719999699999999;0.0;0.0;0.0;0.0;0.10719999699999999;0.10719999699999999;0.10719999699999999;0.10719999699999999;1446729077;1446729077;151105;151105
4;630.0;0.0;41.0;2;3;14.200000000000001;17.0;0.0;0.0;0.24139999399999998;0.0;0.0;0.0;0.0;19.0;15.0;3290.0;3277.0;0.0;0.322;4.0;54850.0;151410.0;45.738865;4.870643;184.800003;141118;151105;2.0;0.0;18.1;0.0;0.0;0.24139999399999998;-0.0;-0.0;-0.0;-0.0;0.24139999399999998;0.24139999399999998;0.24139999399999998;0.24139999399999998;1446729078;1446729078;151105;151105
5;630.0;-1.0;41.0;2;3;14.200000000000001;17.0;-0.01;0.0;0.24139999399999998;0.0;0.0;0.0;0.0;19.0;15.0;3289.0;3277.0;0.0;0.176;5.0;54851.0;151411.0;45.738865;4.870643;184.800003;141119;151105;2.0;0.0;18.1;-630.0;0.0;0.24139999399999998;0.0;0.0;0.0;0.0;-0.388600006;-0.388600006;-0.388600006;-0.388600006;1446729079;1446729079;151105;151105
6;630.0;-1.0;41.0;2;3;14.100000000000001;16.0;0.04;0.0;0.22560000600000002;0.0;0.0;0.0;0.0;19.0;15.0;3292.0;3277.0;0.0;0.021;6.0;54852.0;151412.0;45.738865;4.870644;184.800003;141120;151105;2.0;0.0;18.1;-630.0;0.0;0.22560000600000002;-0.0;-0.0;-0.0;-0.0;-0.404399994;-0.404399994;-0.404399994;-0.404399994;1446729080;1446729080;151105;151105
7;630.0;-1.0;41.0;2;3;14.200000000000001;11.0;0.07;0.0;0.156199997;0.0;0.0;0.0;0.0;19.0;15.0;3289.0;3278.0;0.0;0.056;7.0;54853.0;151413.0;45.738865;4.870645;184.800003;141121;151105;2.0;0.0;18.2;-630.0;0.0;0.156199997;-0.0;-0.0;-0.0;-0.0;-0.473800003;-0.473800003;-0.473800003;-0.473800003;1446729081;1446729081;151105;151105
8;630.0;-1.0;41.0;2;3;14.200000000000001;11.0;0.07;0.0;0.156199997;0.971443481;0.0;0.0;0.0;19.0;15.0;3290.0;3278.0;0.0;0.079;8.0;54854.0;151414.0;45.738865;4.870646;184.899994;141122;151105;2.0;0.0;18.2;-630.0;0.971443481;0.156199997;-0.0;-0.0;-0.0;-0.0;-0.473800003;-0.473800003;-0.473800003;-0.473800003;1446729082;1446729082;151105;151105
9;630.0;-2.0;41.0;2;3;14.100000000000001;12.0;83.39;106.0;0.169199997;0.0;0.2;0.0;0.0;19.0;15.0;3286.0;3277.0;0.0;0.502;9.0;54855.0;151415.0;45.738865;4.870648;185.100006;141123;151105;2.0;0.0;18.2;-1260.0;0.0;0.369199997;-0.9256535202194134;-0.9743721265467509;-1.0285039113549037;-1.1570669002742666;0.03485351721941332;0.08357212354675081;0.13770390835490365;0.26626689727426656;1446729083;1446729083;151105;151105
10;630.0;-1.0;41.0;2;3;14.200000000000001;11.0;48.26;0.0;0.156199997;0.0;0.2;0.0;0.0;19.0;15.0;3288.0;3275.0;0.0;0.041;10.0;54856.0;151416.0;45.738865;4.870649;185.0;141124;151105;2.0;0.0;18.1;-630.0;0.0;0.35619999700000005;-0.0;-0.0;-0.0;-0.0;-0.27380000299999996;-0.27380000299999996;-0.27380000299999996;-0.27380000299999996;1446729084;1446729084;151105;151105
